hr,name,flamsteed,bayer,bayer_sup,cst,hd,sao,var_id,ra_deg_j2000,dec_deg_j2000,vmag,vmag_code,b_v,sp_type,pm_ra_arcsec,pm_de_arcsec,parallax_arcsec,is_ghost
6897,   Alp Tel,,Alp,,Tel,169467,229023,,276.743333,-45.968333,3.51,,-0.17,B3IV,-0.016,-0.054,,false
6898,,,,,,169493,142294,,276.2375,-1.579444,6.15,,0.37,F6III+A9III,-0.017,-0.01,0.011,false
6899,,,,,,169570,257601,,278.230417,-73.965556,5.89,,0.98,K0III,-0.002,-0.09,,false
6900,,,,,,169578,123453,,276.286667,5.084722,6.74,,0.02,B9V,-0.003,0.008,,false
6901,,,,,,169646,66936,10756,275.989167,38.739167,6.36,R,,K4III,0.027,0.006,,false
6902,,,,,,169689,123462,,276.411667,8.031944,5.65,,0.92,G8III-IV+A0V,-0.002,-0.006,,false
6903,  2Mu  Lyr,2,Mu,,Lyr,169702,66943,,276.0575,39.507222,5.12,,0.03,A3IVn,-0.023,-0.002,0.004,false
6904,,,,,,169718,86019,,276.24375,27.395278,6.27,,0.05,A0V+A4V,0.002,0.008,0.004,false
6905,   Zet Tel,,Zet,,Tel,169767,229047,,277.207917,-49.070833,4.13,,1.02,G8-K0III,0.144,-0.242,0.027,false
6906,,,,,,169820,103709,,276.480833,14.966667,6.37,,0.01,B9V,0.012,-0.006,,false
6907,,,,,,169830,186838,,276.95625,-29.816389,5.92,,0.52,F9V,-0.003,0.032,,false
6908,,,,,,169836,245510,,277.48625,-57.523056,5.76,,0.98,K0III,0.051,-0.025,,false
6909,,,,,,169851,186837,,276.9325,-26.634722,6.31,,0.26,A8V+F2V,0.003,-0.025,0.009,false
6910,,,,,,169853,210197,,277.112917,-38.995556,5.64,,0.13,A2mA2-F0,-0.002,-0.038,,false
6911,,,,,,169885,30943,,275.949167,53.300833,6.32,,0.16,A3m,0.008,-0.015,,false
6912,,,,,,169904,258804,,280.55875,-81.807778,6.27,,-0.13,B8V,0.001,-0.006,,false
6913, 22Lam Sgr,22,Lam,,Sgr,169916,186841,,276.9925,-25.421667,2.81,,1.04,K1+IIIb,-0.044,-0.185,0.053,false
6914,,,,,,169938,186843,,277.025833,-26.757222,6.27,,0.16,A3/4V,0.0,-0.036,,false
6915,,,,,,169943,229056,,277.30375,-43.845833,6.36,,0.9,G8III,-0.002,0.028,,false
6916,   Nu  Pav,,Nu,,Pav,169978,254273,10889,277.843333,-62.278333,4.64,,-0.11,B7-8III,-0.003,-0.045,,false
6917,,,,,,169981,86043,,276.495,29.828889,5.83,,0.06,A2IV,0.026,-0.022,,false
6918, 59    Ser,59,,,Ser,169985,123497,d Ser,276.802083,0.196111,5.21,,0.5,G0III+A6V,-0.008,-0.002,0.016,false
6919,,,,,,169990,161493,10835,276.985417,-17.8,6.2,,0.01,B8V,-0.004,0.007,,false
6920, 43Phi Dra,43,Phi,,Dra,170000,9084,Phi Dra,275.189583,71.337778,4.22,,-0.1,A0pSi:,-0.004,0.04,0.012,false
6921,,,,,,170040,210213,,277.32,-38.851111,6.63,,-0.02,B8,-0.004,-0.007,,false
6922,,,,,,170069,229064,,277.4825,-47.220278,5.7,,1.26,K2III,0.013,-0.003,,false
6923, 39    Dra,39,,,Dra,170073,30949,,275.977083,58.800556,4.98,,0.08,A1V,-0.039,0.06,0.035,false
6924,,,,,,170111,86060,,276.670417,26.449444,6.53,,-0.11,B3V,-0.003,0.0,,false
6925,,,,,,170137,123513,,276.959583,3.748611,6.07,,1.62,K3III,-0.005,-0.005,,false
6926,,,,,,170141,186863,10864,277.239167,-26.581667,6.5,,0.11,A3III,0.003,0.009,,false
6927, 44Chi Dra,44,Chi,,Dra,170153,9087,10749,275.264167,72.732778,3.57,,0.49,F7V,0.532,-0.35,0.12,false
6928,,,,,,170200,123516,,276.995,6.194167,5.73,,-0.03,B8III-IV,0.0,-0.024,,false
6929,,,,,,170235,186873,V4031 Sgr,277.341667,-25.256389,6.59,,0.07,B2IVpe,0.004,-0.001,,false
6930,   Gam Sct,,Gam,,Sct,170296,161520,,277.299583,-14.565833,4.7,,0.06,A3Vn,0.003,-0.002,0.025,false
6931,,,,,,170384,229080,,277.7625,-41.913611,6.04,,0.14,A3V,0.0,-0.022,,false
6932,,,,,,170397,161528,V432 Sct,277.445,-14.581667,5.96,,-0.04,B9pSiCr,0.021,0.025,,false
6933,,,,,,170433,161540,,277.549583,-18.728889,5.66,,1.06,gK0,0.038,-0.095,0.011,false
6934,   Del1Tel,,Del,1,Tel,170465,229092,,277.939167,-45.915,4.96,,-0.11,B6IV,-0.008,-0.032,,false
6935, 60    Ser,60,,,Ser,170474,142348,,277.420833,-1.985278,5.39,,0.96,K0III,0.032,-0.033,0.013,false
6936,,,,,,170479,210257,,277.77,-32.989167,5.34,,0.16,A3m,-0.001,-0.045,0.023,false
6937,,,,,,170521,229094,,277.984167,-43.507778,5.72,,1.34,K2III,-0.005,-0.019,,false
6938,   Del2Tel,,Del,2,Tel,170523,229095,,278.008333,-45.757222,5.07,,-0.14,B3III,0.004,-0.008,,false
6939,,,,,,170525,245547,,278.372917,-58.709167,6.44,,0.68,G5IV,0.027,-0.124,,false
6940,,,,,,170547,142353,,277.559583,-5.724167,6.28,,0.95,G8II-III,0.004,-0.018,,false
6941,,,,,,170580,123571,,277.52125,4.065278,6.69,,0.11,B2V,0.0,-0.009,,false
6942,,,,,,170642,210277,,278.089167,-39.703889,5.16,,0.08,A3Vn,0.036,-0.04,0.022,false
6943,,,,,,170650,86115,,277.39875,23.866111,5.9,,-0.1,B6IV,0.0,-0.007,,false
6944,,,,,,170680,161564,,277.859583,-18.402778,5.14,,0.0,A0Vp,-0.003,-0.025,0.017,false
6945, 42    Dra,42,,,Dra,170693,17888,,276.49625,65.563611,4.82,,1.19,K1.5IIIFe-0.5,0.105,-0.023,0.021,false
6946,,,,,,170740,161569,,277.857083,-10.795833,5.72,,0.24,B2V,0.0,-0.015,,false
6947,,,,,,170764,161571,U Sgr,277.972083,-19.125,6.68,,1.13,G1.5Ib,-0.009,0.001,,false
6948,,,,,,170773,210286,,278.25375,-39.892222,6.22,,0.42,F5IV,0.086,-0.086,,false
6949,,,,,,170811,30990,,276.92625,59.549167,6.43,,,K0IV,0.052,0.045,,false
6950,,,,,,170829,86142,Var?,277.673333,20.815278,6.5,,0.79,G8IV,0.011,-0.258,0.029,false
6951,   The CrA,,The,,CrA,170845,229111,,278.375833,-42.3125,4.64,,1.01,G8III,0.031,-0.022,-0.001,false
6952,   Kap1CrA,,Kap,1,CrA,170868,210296,,278.347083,-38.720278,6.32,,,A0III,0.021,-0.028,,false
6953,   Kap2CrA,,Kap,2,CrA,170867,210295,,278.34625,-38.726111,5.65,,-0.06,B9V,-0.003,-0.03,,false
6954,,,,,,170873,245559,,278.63,-52.891944,6.22,,1.25,K2III,-0.011,-0.054,,false
6955,,,,,,170878,103800,,277.768333,16.928611,5.77,,0.04,A2V,-0.032,-0.021,,false
6956,,,,,,170902,161580,,278.086667,-14.644167,6.37,,0.22,A4V,0.019,-0.017,,false
6957, 61    Ser,61,,,Ser,170920,142372,,277.9875,-1.003056,5.94,,0.16,A4III,0.01,-0.006,,false
6958,,,,,,170973,123610,MV Ser,278.029167,3.659722,6.43,,-0.04,A0pSiCr,0.031,0.015,,false
6959,,,,,,170975,161587,,278.180417,-14.865556,5.5,,1.97,K3Ib-IICN1,-0.004,0.001,,false
6960,,,,,,171034,210312,,278.490833,-33.016667,5.28,,-0.11,B2IV-V,0.004,-0.01,,false
6961, 24    Sgr,24,,,Sgr,171115,186981,,278.472917,-24.0325,5.49,,1.79,K4Ib,0.002,-0.01,,false
6962,,,,,,171130,161605,,278.4125,-14.853611,5.76,,0.04,A2V,0.025,-0.013,,false
6963,,,,,,171149,142386,,278.345417,-5.911389,6.36,,0.02,A0Vn,0.012,-0.017,,false
6964,,,,,,171161,258810,,282.99125,-83.316389,7.16,,1.26,K1IIICNII:,-0.008,-0.021,,false
6965, 25    Sgr,25,,,Sgr,171237,186995,11035,278.636667,-24.2225,6.51,,0.54,F3II-III,0.001,-0.001,,false
6966,,,,,,171245,86175,,278.1925,23.616944,5.84,,1.46,gK5,0.01,0.016,,false
6967,,,,,,171247,123634,,278.347083,8.268333,6.42,,-0.03,B8IIIpSiSr:,0.007,-0.003,,false
6968,,,,,,171301,67090,,278.207917,30.554167,5.48,,-0.1,B8IV,0.01,0.009,0.009,false
6969,,,,,,171369,187012,,278.83875,-20.840833,6.48,,0.28,F0IV,0.03,-0.013,,false
6970,,,,,,171391,161632,,278.76,-10.977222,5.14,,0.92,G8III,0.051,-0.004,0.012,false
6971,,,,,,171406,67102,Var?,278.34625,30.8925,6.59,,-0.12,B4Ve,0.011,0.009,,false
6972,,,,,,171416,187024,,278.99875,-29.699167,6.37,,1.27,K1III,0.009,-0.009,,false
6973,   Alp Sct,,Alp,,Sct,171443,142408,11056,278.801667,-8.244167,3.85,,1.33,K3-III-IIIb,-0.015,-0.312,0.016,false
6974,,,,,,171461,31032,,278.0475,52.115556,6.56,,-0.07,B9.5V,-0.004,0.006,,false
6975,,,,,,171487,86203,,278.581667,20.466389,6.57,,0.11,A3V,0.008,-0.006,,false
6976,,,,,,171505,103867,,278.697917,10.891667,6.4,R,0.08,A1V,0.004,-0.007,,false
6977,,,,,,171623,103879,,278.8025,18.203333,5.78,R,0.0,A0Vn,0.014,0.006,,false
6978, 45    Dra,45,,,Dra,171635,31039,,278.14375,57.045556,4.77,,0.61,F7Ib,0.001,-0.006,0.013,false
6979,,,,,,171653,17912,,277.811667,65.436111,6.59,,0.3,A8m,-0.019,0.071,,false
6980,,,,,,171745,86224,,278.876667,23.605556,5.61,,1.0,G9III+G7III,0.004,0.005,0.006,false
6981,,,,,,171746,103886,11085,278.971667,16.975556,6.21,,0.53,G2V+G2V,0.049,-0.068,0.02,false
6982,   Zet Pav,,Zet,,Pav,171759,257620,,280.75875,-71.428056,4.01,,1.14,K0III,-0.005,-0.156,0.035,false
6983,,,,,,171779,31051,,278.48625,52.353611,5.36,,1.09,K0III,-0.002,0.008,0.004,false
6984,,,,,,171780,67134,Var,278.80625,34.457778,6.1,,-0.11,B5Vne,0.006,0.003,-0.021,false
6985,,,,,,171802,123690,,279.115833,9.1225,5.39,,0.37,F5III,-0.002,-0.129,0.033,false
6986,,,,,,171819,229165,,279.809583,-47.909722,5.86,,0.23,A7IV-V,0.028,0.015,,false
6987,,,,,,171834,123693,,279.162917,6.671944,5.45,,0.37,F3V,-0.025,-0.141,0.032,false
6988,,,,,,171856,187071,,279.476667,-21.397778,5.94,,0.19,A8IIIn,0.0,-0.067,,false
6989,,,,,,171957,161687,,279.519167,-14.004722,6.47,,0.21,B9IV,0.019,0.002,,false
6990,,,,,,171961,187080,,279.627917,-23.505,5.81,,0.02,B8III,-0.003,-0.02,,false
6991,,,,,,171967,229172,,279.895833,-43.186111,5.37,,1.68,M2III,-0.052,-0.052,0.004,false
6992,,,,,,171975,103912,,279.3025,11.421667,6.42,R,-0.02,B9V,-0.021,-0.011,,false
6993,,,,,,171978,142444,11122,279.4,-0.309444,5.75,,0.07,A1V+A1V,0.016,-0.019,,false
6994,,,,,,171990,257625,,281.955833,-77.867222,6.39,,0.6,F8V,-0.022,0.188,,false
6995,,,,,,171994,103913,,279.2875,16.198333,6.29,,0.9,G8IV,0.01,0.047,,false
6996,,,,,,172021,254343,,280.59375,-64.643056,6.37,,0.15,A5V,-0.009,-0.032,,false
6997,,,,,,172044,67164,11113,279.155,33.468889,5.42,,-0.1,B8II-IIIpHg,-0.019,0.0,0.007,false
6998,,,,,,172051,187086,,279.7225,-21.051944,5.86,,0.68,G4V,-0.078,-0.152,0.072,false
6999,,,,,,172088,142461,,279.59875,-3.193611,6.49,,0.55,F9IV,-0.009,0.032,0.027,false
7000,,,,,,172103,142460,,279.579583,-1.113333,6.66,,0.42,F1IV-V,-0.027,-0.012,,false
7001,  3Alp Lyr,3,Alp,,Lyr,172167,67174,Alp Lyr,279.234583,38.783611,0.03,,0.0,A0Va,0.202,0.286,0.123,false
7002,,,,,,172171,123744,X Oph,279.5875,8.833889,6.4,H,1.32,M6IIIe+K1III,-0.014,0.006,0.011,false
7003,,,,,,172187,47644,,279.19,43.221944,6.2,,0.24,F0V,0.023,-0.006,,false
7004,,,,,,172211,254353,,280.905,-64.551111,5.78,,0.96,K0III,0.003,-0.036,,false
7005,,,,,,172223,229194,11183,280.3775,-48.095,6.49,,1.22,K2III-IVCNII,-0.025,-0.122,,false
7006,,,,,,172340,9151,,277.437083,77.546944,5.64,,1.18,gK4,-0.001,0.001,0.014,false
7007,,,,,,172348,142480,,280.002083,-7.790556,5.84,,1.55,K4III,0.004,-0.032,,false
7008,,,,,,172365,123778,,279.90375,5.264167,6.38,,0.78,F8Ib-II,0.006,0.001,,false
7009,,,,,,172380,67193,XY Lyr,279.527083,39.668056,6.04,,1.65,M4.5-M5+II,0.006,0.006,,false
7010,,,,,,172424,123782,,279.965,7.358333,6.28,,0.96,G8III,0.007,-0.056,,false
7011, 26    Sgr,26,,,Sgr,172546,187146,,280.465,-23.833333,6.23,,0.23,Am,0.032,-0.024,,false
7012,,,,,,172555,254358,,281.362083,-64.871389,4.79,,0.2,A5IV-V,0.027,-0.149,0.035,false
7013,,,,,,172569,17947,,279.055417,65.488611,6.06,,0.28,F0V,0.019,0.083,0.009,false
7014,,,,,,172594,161730,,280.427083,-14.564167,6.42,,0.81,F2Ib,0.006,0.001,,false
7015,,,,,,172630,254359,,281.297917,-61.095,6.04,,1.46,K3III,0.023,-0.023,,false
7016,,,,,,172631,67226,,280.008333,30.849444,6.36,R,,K0,-0.005,0.032,,false
7017,,,,,,172671,47676,,279.887917,40.935,6.25,,-0.06,B9V,0.027,-0.002,,false
7018,,,,,,172728,17958,,279.389583,62.526667,5.74,,-0.06,A0V,-0.005,0.051,,false
7019,,,,,,172741,67233,,280.050833,38.367222,6.45,,0.21,A6m,0.026,0.001,,false
7020,   Del Sct,,Del,,Sct,172748,142515,Del Sct,280.568333,-9.0525,4.72,,0.35,F2IIIpDel Del,0.009,0.002,0.025,false
7021,   Lam CrA,,Lam,,CrA,172777,210501,11247,280.945417,-38.323611,5.13,,0.09,A2Vn,0.003,-0.057,0.024,false
7022,,,,,,172781,245681,,281.34875,-56.881667,6.22,,1.38,K3III,-0.054,-0.007,,false
7023,,,,,,172816,161754,V3879 Sgr,280.73,-19.283889,6.35,,1.75,M4III,-0.001,-0.024,,false
7024,,,,,,172831,142525,,280.650417,-7.073333,6.15,,1.0,K0-1III,-0.003,0.005,,false
7025,,,,,,172864,3056,,276.038333,83.175278,6.17,,0.05,A2V,0.015,-0.027,,false
7026,,,,,,172875,210507,,281.032083,-36.718611,6.32,,0.98,K0III,0.0,-0.06,,false
7027,,,,,,172881,257630,,282.43125,-72.994722,6.06,,0.0,B9.5IV-V,-0.004,0.024,,false
7028,,,,,,172883,31093,,279.97,52.196111,6.0,,-0.07,A0p:Hg:,0.004,0.028,,false
7029,,,,,,172910,210509,,281.080833,-35.641944,4.87,,-0.18,B2.5V,0.0,-0.031,,false
7030,,,,,,172958,67256,,280.422083,31.617778,6.41,,-0.04,B8V,0.008,0.009,,false
7031,,,,,,172991,210518,,281.238333,-39.686389,5.43,,0.87,K3II+B7,0.008,-0.011,0.012,false
7032,   Eps Sct,,Eps,,Sct,173009,142546,,280.880417,-8.275278,4.9,,1.12,G8IIb,0.022,0.008,0.016,false
7033,,,,,,173087,67265,,280.53375,34.746667,6.47,,-0.13,B5V,0.01,0.008,,false
7034,,,,,,173093,142557,,280.964167,-6.818611,6.31,,0.48,F7V,0.048,-0.055,,false
7035,,,,,,173117,187216,,281.206667,-25.011111,5.83,,0.05,B5:V,0.005,-0.022,,false
7036,   The Pav,,The,,Pav,173168,254374,,282.1575,-65.077778,5.73,,0.24,A8V,-0.045,-0.083,,false
7037,,,,,,173263,245702,,281.74625,-50.094444,6.54,,0.28,F0V,-0.001,-0.034,,false
7038,,,,,,173282,187234,,281.327917,-21.001389,6.36,,0.45,F5V,0.027,-0.019,,false
7039, 27Phi Sgr,27,Phi,,Sgr,173300,187239,,281.414167,-26.990833,3.17,,-0.11,B8III,0.053,0.0,,false
7040,  4    Aql,4,,,Aql,173370,123879,11290,281.207917,2.06,5.02,,-0.06,B9V,0.009,-0.018,0.005,false
7041,,,,,,173383,67287,11271,280.819583,39.300278,6.45,,1.59,K5,0.016,-0.002,,false
7042,,,,,,173398,17975,,280.234583,62.749722,6.09,,0.98,K0III,0.0,0.061,,false
7043,,,,,,173416,67292,,280.900417,36.556667,6.01,,1.04,G8,0.024,0.065,,false
7044,,,,,,173417,67293,,280.965,31.926667,5.7,,0.34,F1III-IV,-0.033,-0.129,0.026,false
7045,,,,,,173425,161803,11309,281.505,-19.606389,6.42,,1.65,M4III,-0.002,0.004,,false
7046, 28    Sgr,28,,,Sgr,173460,187255,,281.585833,-22.392222,5.37,,1.64,K4III,0.031,0.0,,false
7047,,,,,,173494,86393,,281.1675,23.589722,6.31,,0.4,F6V,0.009,-0.087,0.019,false
7048,,,,,,173495,123886,,281.368333,5.499722,5.83,,0.04,A1V+A1V,0.015,-0.011,0.006,false
7049, 46    Dra,46,,,Dra,173524,31119,11273,280.657917,55.539444,5.04,,-0.09,B9.5pHg:,-0.002,0.024,0.011,false
7050,   Mu  CrA,,Mu,,CrA,173540,229285,,281.935833,-40.406111,5.24,,0.78,G5-6III,0.03,-0.017,0.023,false
7051,  4Eps1Lyr,4,Eps,1,Lyr,173582,67310,,281.085,39.67,5.06,H,0.16,A4V,0.017,0.059,0.021,false
7052,  4Eps1Lyr,4,Eps,1,Lyr,173583,67309,,281.084583,39.671111,6.02,H,,F1V,0.003,0.059,0.021,false
7053,  5Eps2Lyr,5,Eps,2,Lyr,173607,67315,11301,281.095417,39.613056,5.14,H,0.19,A8Vn,0.008,0.064,0.021,false
7054,  5Eps2Lyr,5,Eps,2,Lyr,173608,,11301,281.095417,39.612778,5.37,H,,F0Vn,0.007,0.064,0.021,false
7055,,,,,,173638,161817,11333,281.680417,-10.125,5.71,,0.59,F2Ib-II,-0.005,0.002,,false
7056,  6Zet1Lyr,6,Zet,1,Lyr,173648,67321,11308,281.193333,37.605,4.36,,0.19,A4m,0.028,0.024,0.031,false
7057,  7Zet2Lyr,7,Zet,2,Lyr,173649,67324,11311,281.200833,37.594444,5.73,,0.28,F0IV,0.022,0.019,0.031,false
7058,,,,,,173650,86405,V535 Her,281.39875,21.985,6.51,,0.02,B9pSiCr:,0.015,0.012,,false
7059,  5    Aql,5,,,Aql,173654,142606,,281.61875,-0.961667,5.9,,0.13,A2Vm,0.013,-0.022,0.009,false
7060,,,,,,173664,31133,,280.870833,53.871944,6.11,R,0.12,A2IV,0.006,-0.008,,false
7061,110    Her,110,,,Her,173667,86406,11323,281.415417,20.546389,4.19,,0.46,F6V,-0.008,-0.335,0.052,false
7062,   Eta1CrA,,Eta,1,CrA,173715,229299,,282.210417,-43.68,5.49,,0.13,A3V,0.025,-0.019,,false
7063,   Bet Sct,,Bet,,Sct,173764,142618,,281.79375,-4.747778,4.22,,1.1,G4IIa,-0.004,-0.016,0.019,false
7064,,,,,,173780,86418,,281.51875,26.662222,4.83,,1.2,K3III,0.018,0.024,0.023,false
7065,,,,,,173791,229306,,282.364167,-45.810278,5.81,,0.9,G8III,0.076,0.051,,false
7066,,,,,,173819,142620,R Sct,281.870833,-5.705,5.2,,1.47,K0Ibp,-0.041,-0.028,0.001,false
7067,,,,,,173833,104087,,281.6725,18.705833,6.17,,1.59,K5,0.028,-0.022,,false
7068,   Eta2CrA,,Eta,2,CrA,173861,229307,,282.395833,-43.433889,5.61,,-0.08,B9IV,-0.003,-0.024,,false
7069,111    Her,111,,,Her,173880,104093,,281.755417,18.181389,4.36,,0.13,A5III,0.073,0.116,0.032,false
7070,,,,,,173902,210600,,282.321667,-34.748611,6.62,,1.08,K1IVCNIII,0.046,-0.101,,false
7071,,,,,,173920,31151,,281.230833,54.896667,6.23,,0.82,G5III,0.007,-0.019,,false
7072,,,,,,173928,161848,,282.18875,-18.601389,6.47,,,G5III:+A0V:,-0.007,-0.004,,false
7073,,,,,,173936,47779,,281.554167,41.441667,6.07,,-0.13,B6V,0.001,-0.001,,false
7074,   Lam Pav,,Lam,,Pav,173948,254393,Lam Pav,283.054167,-62.1875,4.22,,-0.14,B2II-IIIe,-0.006,-0.014,,false
7075,,,,,,173949,17995,,281.075833,61.048056,5.99,,0.96,G7IV,-0.005,0.018,0.006,false
7076,,,,,,173954,123928,,282.01125,4.241389,6.21,,1.51,K5,-0.002,0.014,,false
7077,,,,,,174115,161871,Var?,282.397917,-19.142222,6.75,,0.2,A1m,0.017,0.01,,false
7078, 29    Sgr,29,,,Sgr,174116,187324,11372,282.417083,-20.324722,5.24,,1.41,K4III,0.005,0.036,0.034,false
7079,,,,,,174160,86451,,282.068333,23.514167,6.15,,0.49,F8V,0.024,-0.03,,false
7080,,,,,,174177,47798,,281.745833,46.315,6.52,,0.07,A2IV,-0.002,-0.01,,false
7081,,,,,,174179,67396,,281.989583,31.756944,6.06,,-0.13,B3IVp,0.009,-0.002,,false
7082,,,,,,174205,9222,,280.7925,70.792778,6.44,R,,K2,-0.002,-0.004,,false
7083,,,,,,174208,142661,,282.420833,-5.912778,5.99,,1.6,K2Ib,0.005,-0.006,,false
7084,,,,,,174237,31165,CX Dra,281.679583,52.988056,5.88,,-0.09,B2.5Ve,0.01,-0.002,,false
7085,,,,,,174240,123947,,282.404583,0.835833,6.25,,0.04,A1V,-0.001,-0.024,,false
7086,,,,,,174262,104129,,282.2225,19.328611,5.88,,0.03,A1V,0.017,-0.021,,false
7087,   Kap Tel,,Kap,,Tel,174295,245772,,283.165,-52.1075,5.17,,0.94,G8-K0III,0.041,-0.103,0.014,false
7088, 30    Sgr,30,,,Sgr,174309,187342,,282.710417,-22.162222,6.61,,0.38,A7III,-0.019,-0.033,,false
7089,,,,,,174325,142674,S Sct,282.583333,-7.9075,6.8,,3.09,C5II,0.003,0.003,,false
7090,,,,,,174366,47815,,281.916667,49.075,6.4,R,,A1V,0.005,0.019,,false
7091,,,,,,174369,86462,,282.31,25.046389,6.59,R,,A1V,0.003,-0.014,,false
7092,,,,,,174387,229336,,283.112917,-46.595278,5.54,,1.63,M0III,0.019,-0.003,0.009,false
7093,,,,,,174430,245783,,283.300417,-51.931111,6.31,,-0.09,B4III,0.01,-0.006,,false
7094,,,,,,174464,142692,,282.74375,-9.774167,5.83,,0.61,F2Ib,0.002,-0.002,,false
7095,,,,,,174474,229342,,283.260417,-48.36,6.19,,0.14,A2V,-0.003,-0.046,,false
7096,,,,,,174481,47823,,282.067083,48.7675,6.12,,0.21,A7III,-0.019,0.05,,false
7097,,,,,,174500,229343,,283.248333,-46.585833,6.19,,0.03,A1IV-V,-0.028,0.023,,false
7098,,,,,,174567,67438,,282.433333,31.629167,6.64,,0.02,A0V s,-0.003,-0.012,,false
7099,,,,,,174569,104170,,282.69,10.976389,6.55,R,,K5III+K3III,0.023,0.009,0.005,false
7100,  8Nu 1Lyr,8,Nu,1,Lyr,174585,67441,11400,282.44125,32.812778,5.91,,-0.16,B3IV,0.006,-0.008,,false
7101,  8    Aql,8,,,Aql,174589,142706,,282.842083,-3.317778,6.1,,0.3,F2III,0.0,-0.02,,false
7102,  9Nu 2Lyr,9,Nu,2,Lyr,174602,67446,,282.470417,32.550833,5.25,,0.08,A3V,-0.009,-0.014,0.02,false
7103,,,,,,174630,187388,,283.11875,-26.650278,6.29,,0.94,G8/K0III,0.013,-0.046,,false
7104,,,,,,174631,187389,,283.154167,-29.379444,6.13,,1.35,K1III,-0.002,-0.04,,false
7105,,,,,,174632,210663,,283.17375,-30.734167,6.63,,-0.05,B8V,-0.002,-0.023,,false
7106, 10Bet Lyr,10,Bet,,Lyr,174638,67451,Bet Lyr,282.52,33.362778,3.45,,0.0,B8IIpe,0.003,-0.003,-0.002,false
7107,   Kap Pav,,Kap,,Pav,174694,254413,Kap Pav,284.2375,-67.233611,4.44,,0.71,F5I-II,-0.01,0.012,0.01,false
7108,,,,,,174730,229358,,283.634583,-49.878611,6.6,,0.08,A2V,-0.01,-0.012,,false
7109,,,,,,174853,104196,V822 Her,283.007917,13.965556,6.14,,0.0,B8Vnn,-0.011,-0.005,,false
7110,,,,,,174866,142741,,283.257917,-9.576111,6.34,,0.2,A7Vn,0.04,-0.002,,false
7111,,,,,,174877,254415,,284.227917,-62.801111,6.48,,1.53,K3III,0.0,0.032,,false
7112,,,,,,174881,86512,,282.899583,28.783611,6.18,,1.18,K1II-III,0.012,0.008,,false
7113,112    Her,112,,,Her,174933,86521,,283.068333,21.425278,5.48,,-0.07,B9II-IIIpHg,-0.006,-0.008,0.007,false
7114, 33    Sgr,33,,,Sgr,174947,187422,,283.500417,-21.359722,5.69,,1.23,K1Ib,0.008,-0.015,,false
7115,,,,,,174959,67485,,282.902083,36.538611,6.09,,-0.11,B6IV,-0.007,-0.022,,false
7116, 32Nu 1Sgr,32,Nu,1,Sgr,174974,187426,,283.5425,-22.745,4.83,,1.41,K2I+B9V:,0.01,-0.01,0.03,false
7117,,,,,,174980,9241,,281.444583,74.085556,5.27,,0.92,K0II-III,0.005,0.077,0.02,false
7118,,,,,,175132,47874,,283.029583,41.383333,6.28,,-0.09,B9IIIpSi,-0.016,-0.001,,false
7119,,,,,,175156,161964,,283.679583,-15.603056,5.1,,0.17,B5II,-0.008,-0.005,,false
7120, 35Nu 2Sgr,35,Nu,2,Sgr,175190,187445,,283.779583,-22.671389,4.99,,1.33,K3II-IIIBa0.8CN2,0.103,-0.026,0.042,false
7121, 34Sig Sgr,34,Sig,,Sgr,175191,187448,,283.81625,-26.296667,2.02,,-0.22,B2.5V,0.013,-0.054,,false
7122,,,,,,175219,229383,,284.070417,-42.710556,5.36,,1.0,K0III,-0.035,-0.026,0.01,false
7123,,,,,,175225,31217,,282.895833,52.975,5.51,,0.84,G9IVa,-0.046,0.271,0.037,false
7124, 50    Dra,50,,,Dra,175286,9250,,281.5925,75.433889,5.35,,0.05,A1Vn,-0.015,0.073,0.008,false
7125, 47Omi Dra,47,Omi,,Dra,175306,31218,Omi Dra,282.800417,59.388333,4.66,,1.19,G9IIIFe-0.5,0.079,0.027,0.006,false
7126,,,,,,175317,161984,,283.879167,-16.376667,5.79,,0.36,F4V,-0.025,-0.185,,false
7127,   Ome Pav,,Ome,,Pav,175329,254423,,284.651667,-60.200556,5.14,,1.37,K2IIICNIV,-0.126,0.031,0.019,false
7128,,,,,,175360,187468,,284.0025,-23.173611,5.93,,-0.02,B8,-0.002,-0.009,,false
7129,,,,,,175362,210734,V686 CrA,284.16875,-37.343333,5.38,,-0.14,B8IVSi,0.009,-0.026,,false
7130,,,,,,175401,254426,,285.014583,-66.653333,6.01,,0.97,K0III,0.003,-0.04,,false
7131, 11Del1Lyr,11,Del,1,Lyr,175426,67537,11504,283.431667,36.971667,5.58,,-0.15,B2.5V,0.004,-0.002,,false
7132,,,,,,175443,86558,,283.555,27.909444,5.62,,1.35,K4III,-0.016,-0.074,,false
7133,113    Her,113,,,Her,175492,86567,,283.687083,22.645,4.59,,0.78,G4III+A6V,0.0,0.001,0.013,false
7134,   Lam Tel,,Lam,,Tel,175510,245834,,284.615417,-52.938611,4.87,,-0.05,A0V,0.01,-0.011,,false
7135,,,,,,175515,124050,11536,283.864583,6.615278,5.57,,1.04,K0III,0.021,-0.087,0.011,false
7136,,,,,,175529,210754,,284.394583,-39.823333,6.31,,0.2,A3,0.037,0.029,,false
7137,,,,,,175535,31241,,283.306667,50.708333,4.92,,0.9,G7IIIaFe-1,0.005,-0.025,0.024,false
